Measurement_System,FSK_SKU,ShaftSize,ShaftUnits,SternSize,SternUnits,Priority,Priority Meaning,FSA_Template,Hose_Code,Hose_Orientation,Clamp1_Code,Clamp1_Qty,Clamp2_Code,Clamp2_Qty,Total_Clamps_Per_Kit,Hat_SKU,Hat_Qty,Is_US_Recommended,Stretch_Type,Stretch_Backend_in,Stretch_Stern_in,Comments
Imperial,FSK-1500-2375-1,1.5,in,2.375,in,3,Stretch at FSA backend only,FSA-1500-2625-1,HOSE 2375,A->Backend,CLAMP-2500,2,CLAMP-2250,2,4,HAT-1500,1,False,Stretch at FSA backend only,0.25,0.0,Rule Engine
Imperial,FSK-1500-2375-1,1.5,in,2.375,in,4,Straight hose (no stretch),FSA-1500-2375-1,HOSE 2375,A->Backend,CLAMP-2250,2,CLAMP-2250,2,4,HAT-1500,1,False,Straight hose (no stretch),0.0,0.0,Rule Engine
Imperial,FSK-1500-2375-1,1.5,in,2.375,in,5,Stretch at stern tube,FSA-1500-2250-1,HOSE 2250,A->Backend,CLAMP-2250,2,CLAMP-2250,2,4,HAT-1500,1,False,Stretch at stern tube,0.0,0.125,Rule Engine
Imperial,FSK-1500-2375-1,1.5,in,2.375,in,6,Stretch at both ends,FSA-1500-2375-1,HOSE 2250,A->Backend,CLAMP-2250,2,CLAMP-2250,2,4,HAT-1500,1,False,Stretch at both ends,0.125,0.125,Rule Engine
Imperial,FSK-1500-2375-1,1.5,in,2.375,in,6,Stretch at both ends,FSA-1500-2500-1,HOSE 2250,A->Backend,CLAMP-2500,2,CLAMP-2250,2,4,HAT-1500,1,False,Stretch at both ends,0.25,0.125,Rule Engine
Imperial,FSK-1500-2500-0,1.5,in,2.5,in,2,No stretch (ideal fit),FSA-1500-2625-1,HS 2500-2625,B->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1500,1,False,No stretch (ideal fit),0.0,0.0,Rule Engine
Imperial,FSK-1500-2500-0,1.5,in,2.5,in,2,No stretch (ideal fit),FSA-1500-2750-1,HS 2500-2750,B->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1500,1,False,No stretch (ideal fit),0.0,0.0,Rule Engine
Imperial,FSK-1500-2500-0,1.5,in,2.5,in,3,Stretch at FSA backend only,FSA-1500-2750-1,HS 2500-2625,B->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1500,1,False,Stretch at FSA backend only,0.125,0.0,Rule Engine
Imperial,FSK-1500-2500-0,1.5,in,2.5,in,3,Stretch at FSA backend only,FSA-1500-3000-1,HS 2500-2750,B->Backend,CLAMP-3000,2,CLAMP-2500,2,4,HAT-1500,1,False,Stretch at FSA backend only,0.25,0.0,Rule Engine
Imperial,FSK-1500-2500-0,1.5,in,2.5,in,3,Stretch at FSA backend only,FSA-1500-2625-1,HOSE 2500,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1500,1,False,Stretch at FSA backend only,0.125,0.0,Rule Engine
Imperial,FSK-1500-2500-0,1.5,in,2.5,in,3,Stretch at FSA backend only,FSA-1500-2750-1,HOSE 2500,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1500,1,False,Stretch at FSA backend only,0.25,0.0,Rule Engine
Imperial,FSK-1500-2500-0,1.5,in,2.5,in,4,Straight hose (no stretch),FSA-1500-2500-1,HOSE 2500,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1500,1,False,Straight hose (no stretch),0.0,0.0,Rule Engine
Imperial,FSK-1500-2500-0,1.5,in,2.5,in,5,Stretch at stern tube,FSA-1500-2250-1,HOSE 2250,A->Backend,CLAMP-2250,2,CLAMP-2500,2,4,HAT-1500,1,False,Stretch at stern tube,0.0,0.25,Rule Engine
Imperial,FSK-1500-2500-0,1.5,in,2.5,in,5,Stretch at stern tube,FSA-1500-2375-1,HOSE 2375,A->Backend,CLAMP-2250,2,CLAMP-2500,2,4,HAT-1500,1,False,Stretch at stern tube,0.0,0.125,Rule Engine
Imperial,FSK-1500-2500-0,1.5,in,2.5,in,6,Stretch at both ends,FSA-1500-2375-1,HOSE 2250,A->Backend,CLAMP-2250,2,CLAMP-2500,2,4,HAT-1500,1,False,Stretch at both ends,0.125,0.25,Rule Engine
Imperial,FSK-1500-2500-0,1.5,in,2.5,in,6,Stretch at both ends,FSA-1500-2500-1,HOSE 2250,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1500,1,False,Stretch at both ends,0.25,0.25,Rule Engine
Imperial,FSK-1500-2500-0,1.5,in,2.5,in,6,Stretch at both ends,FSA-1500-2500-1,HOSE 2375,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1500,1,False,Stretch at both ends,0.125,0.125,Rule Engine
Imperial,FSK-1500-2500-0,1.5,in,2.5,in,6,Stretch at both ends,FSA-1500-2625-1,HOSE 2375,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1500,1,False,Stretch at both ends,0.25,0.125,Rule Engine
Imperial,FSK-1500-2500-1,1.5,in,2.5,in,2,No stretch (ideal fit),FSA-1500-2625-1,HS 2500-2625,B->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1500,1,False,No stretch (ideal fit),0.0,0.0,Rule Engine
Imperial,FSK-1500-2500-1,1.5,in,2.5,in,2,No stretch (ideal fit),FSA-1500-2750-1,HS 2500-2750,B->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1500,1,False,No stretch (ideal fit),0.0,0.0,Rule Engine
Imperial,FSK-1500-2500-1,1.5,in,2.5,in,3,Stretch at FSA backend only,FSA-1500-2750-1,HS 2500-2625,B->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1500,1,False,Stretch at FSA backend only,0.125,0.0,Rule Engine
Imperial,FSK-1500-2500-1,1.5,in,2.5,in,3,Stretch at FSA backend only,FSA-1500-3000-1,HS 2500-2750,B->Backend,CLAMP-3000,2,CLAMP-2500,2,4,HAT-1500,1,False,Stretch at FSA backend only,0.25,0.0,Rule Engine
Imperial,FSK-1500-2500-1,1.5,in,2.5,in,3,Stretch at FSA backend only,FSA-1500-2625-1,HOSE 2500,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1500,1,False,Stretch at FSA backend only,0.125,0.0,Rule Engine
Imperial,FSK-1500-2500-1,1.5,in,2.5,in,3,Stretch at FSA backend only,FSA-1500-2750-1,HOSE 2500,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1500,1,False,Stretch at FSA backend only,0.25,0.0,Rule Engine
Imperial,FSK-1500-2500-1,1.5,in,2.5,in,4,Straight hose (no stretch),FSA-1500-2500-1,HOSE 2500,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1500,1,False,Straight hose (no stretch),0.0,0.0,Rule Engine
Imperial,FSK-1500-2500-1,1.5,in,2.5,in,5,Stretch at stern tube,FSA-1500-2250-1,HOSE 2250,A->Backend,CLAMP-2250,2,CLAMP-2500,2,4,HAT-1500,1,False,Stretch at stern tube,0.0,0.25,Rule Engine
Imperial,FSK-1500-2500-1,1.5,in,2.5,in,5,Stretch at stern tube,FSA-1500-2375-1,HOSE 2375,A->Backend,CLAMP-2250,2,CLAMP-2500,2,4,HAT-1500,1,False,Stretch at stern tube,0.0,0.125,Rule Engine
Imperial,FSK-1500-2500-1,1.5,in,2.5,in,6,Stretch at both ends,FSA-1500-2375-1,HOSE 2250,A->Backend,CLAMP-2250,2,CLAMP-2500,2,4,HAT-1500,1,False,Stretch at both ends,0.125,0.25,Rule Engine
Imperial,FSK-1500-2500-1,1.5,in,2.5,in,6,Stretch at both ends,FSA-1500-2500-1,HOSE 2250,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1500,1,False,Stretch at both ends,0.25,0.25,Rule Engine
Imperial,FSK-1500-2500-1,1.5,in,2.5,in,6,Stretch at both ends,FSA-1500-2500-1,HOSE 2375,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1500,1,False,Stretch at both ends,0.125,0.125,Rule Engine
Imperial,FSK-1500-2500-1,1.5,in,2.5,in,6,Stretch at both ends,FSA-1500-2625-1,HOSE 2375,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1500,1,False,Stretch at both ends,0.25,0.125,Rule Engine
Imperial,FSK-1500-2625-0,1.5,in,2.625,in,2,No stretch (ideal fit),FSA-1500-2500-1,HS 2500-2625,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1500,1,False,No stretch (ideal fit),0.0,0.0,Rule Engine
Imperial,FSK-1500-2625-0,1.5,in,2.625,in,3,Stretch at FSA backend only,FSA-1500-2625-1,HS 2500-2625,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1500,1,False,Stretch at FSA backend only,0.125,0.0,Rule Engine
Imperial,FSK-1500-2625-0,1.5,in,2.625,in,3,Stretch at FSA backend only,FSA-1500-2750-1,HS 2500-2625,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1500,1,False,Stretch at FSA backend only,0.25,0.0,Rule Engine
Imperial,FSK-1500-2625-0,1.5,in,2.625,in,3,Stretch at FSA backend only,FSA-1500-2750-1,HOSE 2625,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1500,1,False,Stretch at FSA backend only,0.125,0.0,Rule Engine
Imperial,FSK-1500-2625-0,1.5,in,2.625,in,4,Straight hose (no stretch),FSA-1500-2625-1,HOSE 2625,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1500,1,False,Straight hose (no stretch),0.0,0.0,Rule Engine
Imperial,FSK-1500-2625-0,1.5,in,2.625,in,5,Stretch at stern tube,FSA-1500-2750-1,HS 2500-2750,B->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1500,1,False,Stretch at stern tube,0.0,0.125,Rule Engine
Imperial,FSK-1500-2625-0,1.5,in,2.625,in,5,Stretch at stern tube,FSA-1500-2375-1,HOSE 2375,A->Backend,CLAMP-2250,2,CLAMP-2500,2,4,HAT-1500,1,False,Stretch at stern tube,0.0,0.25,Rule Engine
Imperial,FSK-1500-2625-0,1.5,in,2.625,in,5,Stretch at stern tube,FSA-1500-2500-1,HOSE 2500,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1500,1,False,Stretch at stern tube,0.0,0.125,Rule Engine
Imperial,FSK-1500-2625-0,1.5,in,2.625,in,6,Stretch at both ends,FSA-1500-3000-1,HS 2500-2750,B->Backend,CLAMP-3000,2,CLAMP-2500,2,4,HAT-1500,1,False,Stretch at both ends,0.25,0.125,Rule Engine
Imperial,FSK-1500-2625-0,1.5,in,2.625,in,6,Stretch at both ends,FSA-1500-2500-1,HOSE 2375,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1500,1,False,Stretch at both ends,0.125,0.25,Rule Engine
Imperial,FSK-1500-2625-0,1.5,in,2.625,in,6,Stretch at both ends,FSA-1500-2625-1,HOSE 2375,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1500,1,False,Stretch at both ends,0.25,0.25,Rule Engine
Imperial,FSK-1500-2625-0,1.5,in,2.625,in,6,Stretch at both ends,FSA-1500-2625-1,HOSE 2500,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1500,1,False,Stretch at both ends,0.125,0.125,Rule Engine
Imperial,FSK-1500-2625-0,1.5,in,2.625,in,6,Stretch at both ends,FSA-1500-2750-1,HOSE 2500,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1500,1,False,Stretch at both ends,0.25,0.125,Rule Engine
Imperial,FSK-1500-2625-1,1.5,in,2.625,in,2,No stretch (ideal fit),FSA-1500-2500-1,HS 2500-2625,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1500,1,False,No stretch (ideal fit),0.0,0.0,Rule Engine
Imperial,FSK-1500-2625-1,1.5,in,2.625,in,3,Stretch at FSA backend only,FSA-1500-2625-1,HS 2500-2625,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1500,1,False,Stretch at FSA backend only,0.125,0.0,Rule Engine
Imperial,FSK-1500-2625-1,1.5,in,2.625,in,3,Stretch at FSA backend only,FSA-1500-2750-1,HS 2500-2625,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1500,1,False,Stretch at FSA backend only,0.25,0.0,Rule Engine
Imperial,FSK-1500-2625-1,1.5,in,2.625,in,3,Stretch at FSA backend only,FSA-1500-2750-1,HOSE 2625,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1500,1,False,Stretch at FSA backend only,0.125,0.0,Rule Engine
Imperial,FSK-1500-2625-1,1.5,in,2.625,in,4,Straight hose (no stretch),FSA-1500-2625-1,HOSE 2625,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1500,1,False,Straight hose (no stretch),0.0,0.0,Rule Engine
Imperial,FSK-1500-2625-1,1.5,in,2.625,in,5,Stretch at stern tube,FSA-1500-2750-1,HS 2500-2750,B->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1500,1,False,Stretch at stern tube,0.0,0.125,Rule Engine
Imperial,FSK-1500-2625-1,1.5,in,2.625,in,5,Stretch at stern tube,FSA-1500-2375-1,HOSE 2375,A->Backend,CLAMP-2250,2,CLAMP-2500,2,4,HAT-1500,1,False,Stretch at stern tube,0.0,0.25,Rule Engine
Imperial,FSK-1500-2625-1,1.5,in,2.625,in,5,Stretch at stern tube,FSA-1500-2500-1,HOSE 2500,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1500,1,False,Stretch at stern tube,0.0,0.125,Rule Engine
Imperial,FSK-1500-2625-1,1.5,in,2.625,in,6,Stretch at both ends,FSA-1500-3000-1,HS 2500-2750,B->Backend,CLAMP-3000,2,CLAMP-2500,2,4,HAT-1500,1,False,Stretch at both ends,0.25,0.125,Rule Engine
Imperial,FSK-1500-2625-1,1.5,in,2.625,in,6,Stretch at both ends,FSA-1500-2500-1,HOSE 2375,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1500,1,False,Stretch at both ends,0.125,0.25,Rule Engine
Imperial,FSK-1500-2625-1,1.5,in,2.625,in,6,Stretch at both ends,FSA-1500-2625-1,HOSE 2375,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1500,1,False,Stretch at both ends,0.25,0.25,Rule Engine
Imperial,FSK-1500-2625-1,1.5,in,2.625,in,6,Stretch at both ends,FSA-1500-2625-1,HOSE 2500,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1500,1,False,Stretch at both ends,0.125,0.125,Rule Engine
Imperial,FSK-1500-2625-1,1.5,in,2.625,in,6,Stretch at both ends,FSA-1500-2750-1,HOSE 2500,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1500,1,False,Stretch at both ends,0.25,0.125,Rule Engine
Imperial,FSK-1500-2750-0,1.5,in,2.75,in,2,No stretch (ideal fit),FSA-1500-2500-1,HS 2500-2750,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1500,1,False,No stretch (ideal fit),0.0,0.0,Rule Engine
Imperial,FSK-1500-2750-0,1.5,in,2.75,in,3,Stretch at FSA backend only,FSA-1500-2625-1,HS 2500-2750,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1500,1,False,Stretch at FSA backend only,0.125,0.0,Rule Engine
Imperial,FSK-1500-2750-0,1.5,in,2.75,in,3,Stretch at FSA backend only,FSA-1500-2750-1,HS 2500-2750,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1500,1,False,Stretch at FSA backend only,0.25,0.0,Rule Engine
Imperial,FSK-1500-2750-0,1.5,in,2.75,in,3,Stretch at FSA backend only,FSA-1500-3000-1,HOSE 2750,A->Backend,CLAMP-3000,2,CLAMP-2500,2,4,HAT-1500,1,False,Stretch at FSA backend only,0.25,0.0,Rule Engine
Imperial,FSK-1500-2750-0,1.5,in,2.75,in,4,Straight hose (no stretch),FSA-1500-2750-1,HOSE 2750,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1500,1,False,Straight hose (no stretch),0.0,0.0,Rule Engine
Imperial,FSK-1500-2750-0,1.5,in,2.75,in,5,Stretch at stern tube,FSA-1500-2500-1,HS 2500-2625,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1500,1,False,Stretch at stern tube,0.0,0.125,Rule Engine
Imperial,FSK-1500-2750-0,1.5,in,2.75,in,5,Stretch at stern tube,FSA-1500-2500-1,HOSE 2500,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1500,1,False,Stretch at stern tube,0.0,0.25,Rule Engine
Imperial,FSK-1500-2750-0,1.5,in,2.75,in,5,Stretch at stern tube,FSA-1500-2625-1,HOSE 2625,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1500,1,False,Stretch at stern tube,0.0,0.125,Rule Engine
Imperial,FSK-1500-2750-0,1.5,in,2.75,in,6,Stretch at both ends,FSA-1500-2625-1,HS 2500-2625,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1500,1,False,Stretch at both ends,0.125,0.125,Rule Engine
Imperial,FSK-1500-2750-0,1.5,in,2.75,in,6,Stretch at both ends,FSA-1500-2750-1,HS 2500-2625,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1500,1,False,Stretch at both ends,0.25,0.125,Rule Engine
Imperial,FSK-1500-2750-0,1.5,in,2.75,in,6,Stretch at both ends,FSA-1500-3000-1,HS 2500-2750,B->Backend,CLAMP-3000,2,CLAMP-2500,2,4,HAT-1500,1,False,Stretch at both ends,0.25,0.25,Rule Engine
Imperial,FSK-1500-2750-0,1.5,in,2.75,in,6,Stretch at both ends,FSA-1500-2625-1,HOSE 2500,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1500,1,False,Stretch at both ends,0.125,0.25,Rule Engine
Imperial,FSK-1500-2750-0,1.5,in,2.75,in,6,Stretch at both ends,FSA-1500-2750-1,HOSE 2500,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1500,1,False,Stretch at both ends,0.25,0.25,Rule Engine
Imperial,FSK-1500-2750-0,1.5,in,2.75,in,6,Stretch at both ends,FSA-1500-2750-1,HOSE 2625,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1500,1,False,Stretch at both ends,0.125,0.125,Rule Engine
Imperial,FSK-1500-2750-1,1.5,in,2.75,in,2,No stretch (ideal fit),FSA-1500-2500-1,HS 2500-2750,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1500,1,False,No stretch (ideal fit),0.0,0.0,Rule Engine
Imperial,FSK-1500-2750-1,1.5,in,2.75,in,3,Stretch at FSA backend only,FSA-1500-2625-1,HS 2500-2750,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1500,1,False,Stretch at FSA backend only,0.125,0.0,Rule Engine
Imperial,FSK-1500-2750-1,1.5,in,2.75,in,3,Stretch at FSA backend only,FSA-1500-2750-1,HS 2500-2750,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1500,1,False,Stretch at FSA backend only,0.25,0.0,Rule Engine
Imperial,FSK-1500-2750-1,1.5,in,2.75,in,3,Stretch at FSA backend only,FSA-1500-3000-1,HOSE 2750,A->Backend,CLAMP-3000,2,CLAMP-2500,2,4,HAT-1500,1,False,Stretch at FSA backend only,0.25,0.0,Rule Engine
Imperial,FSK-1500-2750-1,1.5,in,2.75,in,4,Straight hose (no stretch),FSA-1500-2750-1,HOSE 2750,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1500,1,False,Straight hose (no stretch),0.0,0.0,Rule Engine
Imperial,FSK-1500-2750-1,1.5,in,2.75,in,5,Stretch at stern tube,FSA-1500-2500-1,HS 2500-2625,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1500,1,False,Stretch at stern tube,0.0,0.125,Rule Engine
Imperial,FSK-1500-2750-1,1.5,in,2.75,in,5,Stretch at stern tube,FSA-1500-2500-1,HOSE 2500,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1500,1,False,Stretch at stern tube,0.0,0.25,Rule Engine
Imperial,FSK-1500-2750-1,1.5,in,2.75,in,5,Stretch at stern tube,FSA-1500-2625-1,HOSE 2625,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1500,1,False,Stretch at stern tube,0.0,0.125,Rule Engine
Imperial,FSK-1500-2750-1,1.5,in,2.75,in,6,Stretch at both ends,FSA-1500-2625-1,HS 2500-2625,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1500,1,False,Stretch at both ends,0.125,0.125,Rule Engine
Imperial,FSK-1500-2750-1,1.5,in,2.75,in,6,Stretch at both ends,FSA-1500-2750-1,HS 2500-2625,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1500,1,False,Stretch at both ends,0.25,0.125,Rule Engine
Imperial,FSK-1500-2750-1,1.5,in,2.75,in,6,Stretch at both ends,FSA-1500-3000-1,HS 2500-2750,B->Backend,CLAMP-3000,2,CLAMP-2500,2,4,HAT-1500,1,False,Stretch at both ends,0.25,0.25,Rule Engine
Imperial,FSK-1500-2750-1,1.5,in,2.75,in,6,Stretch at both ends,FSA-1500-2625-1,HOSE 2500,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1500,1,False,Stretch at both ends,0.125,0.25,Rule Engine
Imperial,FSK-1500-2750-1,1.5,in,2.75,in,6,Stretch at both ends,FSA-1500-2750-1,HOSE 2500,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1500,1,False,Stretch at both ends,0.25,0.25,Rule Engine
Imperial,FSK-1500-2750-1,1.5,in,2.75,in,6,Stretch at both ends,FSA-1500-2750-1,HOSE 2625,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1500,1,False,Stretch at both ends,0.125,0.125,Rule Engine
Imperial,FSK-1500-3000-0,1.5,in,3.0,in,2,No stretch (ideal fit),FSA-1500-3000-1,HS 3000-3000,A->Backend,CLAMP-3000,2,CLAMP-3000,2,4,HAT-1500,1,False,No stretch (ideal fit),0.0,0.0,Rule Engine
Imperial,FSK-1500-3000-0,1.5,in,3.0,in,4,Straight hose (no stretch),FSA-1500-3000-1,HOSE 3000,A->Backend,CLAMP-3000,2,CLAMP-3000,2,4,HAT-1500,1,False,Straight hose (no stretch),0.0,0.0,Rule Engine
Imperial,FSK-1500-3000-0,1.5,in,3.0,in,5,Stretch at stern tube,FSA-1500-2500-1,HS 2500-2750,A->Backend,CLAMP-2500,2,CLAMP-3000,2,4,HAT-1500,1,False,Stretch at stern tube,0.0,0.25,Rule Engine
Imperial,FSK-1500-3000-0,1.5,in,3.0,in,5,Stretch at stern tube,FSA-1500-2750-1,HOSE 2750,A->Backend,CLAMP-2500,2,CLAMP-3000,2,4,HAT-1500,1,False,Stretch at stern tube,0.0,0.25,Rule Engine
Imperial,FSK-1500-3000-0,1.5,in,3.0,in,6,Stretch at both ends,FSA-1500-2625-1,HS 2500-2750,A->Backend,CLAMP-2500,2,CLAMP-3000,2,4,HAT-1500,1,False,Stretch at both ends,0.125,0.25,Rule Engine
Imperial,FSK-1500-3000-0,1.5,in,3.0,in,6,Stretch at both ends,FSA-1500-2750-1,HS 2500-2750,A->Backend,CLAMP-2500,2,CLAMP-3000,2,4,HAT-1500,1,False,Stretch at both ends,0.25,0.25,Rule Engine
Imperial,FSK-1500-3000-0,1.5,in,3.0,in,6,Stretch at both ends,FSA-1500-3000-1,HOSE 2750,A->Backend,CLAMP-3000,2,CLAMP-3000,2,4,HAT-1500,1,False,Stretch at both ends,0.25,0.25,Rule Engine
Imperial,FSK-1500-3000-0,1.5,in,3.0,in,6,Stretch at both ends,FSA-1500-3000-1,HOSE 2875,A->Backend,CLAMP-3000,2,CLAMP-3000,2,4,HAT-1500,1,False,Stretch at both ends,0.125,0.125,Rule Engine
Imperial,FSK-1500-3000-1,1.5,in,3.0,in,2,No stretch (ideal fit),FSA-1500-3000-1,HS 3000-3000,A->Backend,CLAMP-3000,2,CLAMP-3000,2,4,HAT-1500,1,False,No stretch (ideal fit),0.0,0.0,Rule Engine
Imperial,FSK-1500-3000-1,1.5,in,3.0,in,4,Straight hose (no stretch),FSA-1500-3000-1,HOSE 3000,A->Backend,CLAMP-3000,2,CLAMP-3000,2,4,HAT-1500,1,False,Straight hose (no stretch),0.0,0.0,Rule Engine
Imperial,FSK-1500-3000-1,1.5,in,3.0,in,5,Stretch at stern tube,FSA-1500-2500-1,HS 2500-2750,A->Backend,CLAMP-2500,2,CLAMP-3000,2,4,HAT-1500,1,False,Stretch at stern tube,0.0,0.25,Rule Engine
Imperial,FSK-1500-3000-1,1.5,in,3.0,in,5,Stretch at stern tube,FSA-1500-2750-1,HOSE 2750,A->Backend,CLAMP-2500,2,CLAMP-3000,2,4,HAT-1500,1,False,Stretch at stern tube,0.0,0.25,Rule Engine
Imperial,FSK-1500-3000-1,1.5,in,3.0,in,6,Stretch at both ends,FSA-1500-2625-1,HS 2500-2750,A->Backend,CLAMP-2500,2,CLAMP-3000,2,4,HAT-1500,1,False,Stretch at both ends,0.125,0.25,Rule Engine
Imperial,FSK-1500-3000-1,1.5,in,3.0,in,6,Stretch at both ends,FSA-1500-2750-1,HS 2500-2750,A->Backend,CLAMP-2500,2,CLAMP-3000,2,4,HAT-1500,1,False,Stretch at both ends,0.25,0.25,Rule Engine
Imperial,FSK-1500-3000-1,1.5,in,3.0,in,6,Stretch at both ends,FSA-1500-3000-1,HOSE 2750,A->Backend,CLAMP-3000,2,CLAMP-3000,2,4,HAT-1500,1,False,Stretch at both ends,0.25,0.25,Rule Engine
Imperial,FSK-1500-3000-1,1.5,in,3.0,in,6,Stretch at both ends,FSA-1500-3000-1,HOSE 2875,A->Backend,CLAMP-3000,2,CLAMP-3000,2,4,HAT-1500,1,False,Stretch at both ends,0.125,0.125,Rule Engine
Imperial,FSK-1500-3500-0,1.5,in,3.5,in,2,No stretch (ideal fit),FSA-1500-3000-1,HS 3000-3500,A->Backend,CLAMP-3000,2,CLAMP-3500,2,4,HAT-1500,1,False,No stretch (ideal fit),0.0,0.0,Rule Engine
Imperial,FSK-1500-3500-1,1.5,in,3.5,in,2,No stretch (ideal fit),FSA-1500-3000-1,HS 3000-3500,A->Backend,CLAMP-3000,2,CLAMP-3500,2,4,HAT-1500,1,False,No stretch (ideal fit),0.0,0.0,Rule Engine
Imperial,FSK-1500-3750-1,1.5,in,3.75,in,5,Stretch at stern tube,FSA-1500-3000-1,HS 3000-3500,A->Backend,CLAMP-3000,2,CLAMP-4000,2,4,HAT-1500,1,False,Stretch at stern tube,0.0,0.25,Rule Engine
Imperial,FSK-1625-2500-0,1.625,in,2.5,in,2,No stretch (ideal fit),FSA-1625-2625-1,HS 2500-2625,B->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1625-02,1,False,No stretch (ideal fit),0.0,0.0,Rule Engine
Imperial,FSK-1625-2500-0,1.625,in,2.5,in,3,Stretch at FSA backend only,FSA-1625-2625-1,HOSE 2500,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1625-02,1,False,Stretch at FSA backend only,0.125,0.0,Rule Engine
Imperial,FSK-1625-2500-0,1.625,in,2.5,in,6,Stretch at both ends,FSA-1625-2625-1,HOSE 2375,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1625-02,1,False,Stretch at both ends,0.25,0.125,Rule Engine
